artist,songs,max_pop,avg_pop,avg_duration,avg_tempo,avg_energy,avg_danceability,average_loudness,avg_speechiness,avg_instrumentalness,avg_acousticness,avg_liveness,avg_valence,avg_mode,avg_key,avg_time_sig
7eventh Time Down,44,51,22.20,196842.30,122.21,0.80,0.52,-5.06,0.05,0.00,0.03,0.18,0.48,0.93,5.68,3.98
7evin7ins,9,56,38.44,165419.44,142.41,0.75,0.50,-6.95,0.10,0.03,0.08,0.21,0.48,0.67,4.33,3.89
7Horse,16,51,26.63,206479.44,130.16,0.81,0.49,-5.78,0.10,0.12,0.11,0.18,0.60,0.88,4.56,3.88
7ru7h,12,48,36.58,162878.33,129.03,0.68,0.66,-7.36,0.07,0.00,0.08,0.15,0.56,0.58,4.83,4.00
8 Foot Sativa,23,27,11.09,228790.22,132.34,0.96,0.36,-4.23,0.10,0.67,0.00,0.17,0.48,0.78,5.74,3.87
8 Graves,45,54,29.93,211456.11,122.64,0.78,0.61,-5.60,0.05,0.01,0.09,0.21,0.52,0.51,5.91,4.00
808 State,7,51,20.00,337117.14,125.28,0.88,0.62,-8.20,0.05,0.77,0.02,0.29,0.43,0.57,4.14,4.00
80purppp,20,82,46.75,154555.95,104.89,0.42,0.71,-12.93,0.17,0.13,0.55,0.23,0.45,0.60,5.35,3.95
86 Mentality,8,23,18.25,81154.75,143.01,0.90,0.30,-4.71,0.06,0.64,0.00,0.27,0.80,0.75,4.13,4.00
88 Fingers Louie,12,53,30.17,145907.50,144.55,0.97,0.39,-3.37,0.09,0.00,0.00,0.23,0.60,0.75,4.67,4.00
888,4,44,36.25,208903.75,115.48,0.78,0.63,-5.32,0.06,0.00,0.01,0.25,0.33,0.75,7.25,4.00
88GLAM,17,63,46.24,186819.18,134.29,0.57,0.72,-6.91,0.07,0.00,0.22,0.17,0.46,0.29,7.12,4.00
88-Keys,4,62,48.00,200471.00,113.41,0.64,0.75,-6.58,0.19,0.00,0.21,0.33,0.62,0.75,5.00,4.00
88rising,14,68,60.07,189581.36,113.40,0.56,0.65,-7.68,0.10,0.00,0.36,0.15,0.42,0.86,6.21,3.79
89ine,3,45,36.00,175378.33,109.97,0.35,0.77,-14.31,0.15,0.58,0.43,0.23,0.37,0.67,6.33,3.67
8Ball,7,39,33.57,282141.00,133.44,0.61,0.75,-6.59,0.24,0.00,0.09,0.16,0.43,0.57,3.71,4.00
8Ball & MJG,12,44,30.17,298020.83,132.84,0.77,0.81,-6.38,0.23,0.00,0.08,0.22,0.66,0.50,5.08,3.92
8Kays,2,50,46.00,302754.00,123.00,0.80,0.71,-7.01,0.06,0.91,0.01,0.13,0.18,1.00,6.00,4.00
8mm,15,16,10.80,237742.93,133.99,0.60,0.55,-7.50,0.04,0.05,0.16,0.12,0.30,0.40,6.27,3.93
8percent,9,66,42.78,135264.67,117.57,0.48,0.70,-13.09,0.19,0.16,0.42,0.18,0.43,0.67,3.33,4.00
9 Lazy 9,30,53,18.27,247098.23,116.45,0.32,0.64,-19.14,0.06,0.70,0.28,0.18,0.39,0.63,6.77,4.00
90 Day Men,8,14,9.50,352875.88,115.71,0.71,0.34,-8.13,0.04,0.19,0.10,0.15,0.36,0.25,5.13,3.75
90sFlav,16,64,38.19,107391.06,120.19,0.35,0.75,-12.25,0.20,0.83,0.59,0.12,0.46,0.75,5.19,3.88
916frosty,16,59,36.44,222803.81,141.15,0.68,0.65,-6.78,0.12,0.00,0.17,0.19,0.37,0.19,6.81,4.00
92914,4,61,50.00,301984.50,108.44,0.33,0.69,-12.04,0.04,0.27,0.86,0.34,0.42,1.00,6.00,4.00
93FEETOFSMOKE,17,44,32.65,136044.65,125.44,0.63,0.63,-6.64,0.08,0.00,0.27,0.21,0.47,0.82,4.76,3.82
95 North,4,24,12.25,365800.25,122.88,0.84,0.81,-7.99,0.07,0.70,0.02,0.19,0.66,0.00,6.75,4.00
98º,19,53,29.74,241703.95,105.31,0.63,0.65,-7.05,0.04,0.00,0.24,0.15,0.49,0.58,4.63,3.95
999999999,15,48,33.53,305373.07,138.60,0.89,0.62,-8.58,0.06,0.88,0.01,0.17,0.31,0.47,5.93,3.73
99zed,3,63,57.00,121924.00,166.01,0.72,0.67,-4.66,0.23,0.00,0.08,0.12,0.16,1.00,1.33,4.00
9ice,49,42,18.10,249488.49,118.17,0.80,0.68,-5.22,0.17,0.00,0.31,0.18,0.83,0.41,5.76,4.20
9mm Parabellum Bullet,33,33,22.73,185632.03,133.54,0.96,0.42,-3.93,0.12,0.11,0.00,0.21,0.42,0.30,6.42,3.82
9smkr,7,53,44.29,68739.71,126.57,0.14,0.70,-16.31,0.12,0.45,0.94,0.23,0.61,0.29,5.71,4.14
9th Wonder,4,47,39.50,148931.00,93.19,0.64,0.61,-8.60,0.17,0.23,0.36,0.26,0.63,0.50,6.25,4.00
A Bullet for Pretty Boy,13,32,16.62,234212.62,133.95,0.91,0.29,-4.01,0.10,0.00,0.03,0.28,0.23,0.54,4.23,4.00
A Certain Ratio,9,28,16.78,208016.67,124.96,0.76,0.66,-7.42,0.10,0.28,0.04,0.28,0.63,1.00,7.33,3.89
A Cerulean State,5,31,21.60,188502.80,89.04,0.10,0.26,-20.86,0.04,0.91,0.82,0.14,0.09,0.40,8.20,3.80
A Change of Pace,23,32,15.52,209040.17,135.81,0.88,0.45,-4.17,0.08,0.02,0.05,0.21,0.48,0.78,4.78,3.91
A Cursive Memory,3,15,11.00,220978.00,133.96,0.77,0.66,-5.44,0.04,0.03,0.17,0.10,0.68,0.67,6.00,4.00
A Day At The Fair,4,9,7.25,235286.50,129.30,0.88,0.41,-5.02,0.05,0.00,0.00,0.12,0.37,1.00,6.25,4.00
A Day To Remember,131,70,40.19,212253.92,135.15,0.90,0.39,-5.04,0.13,0.00,0.02,0.28,0.38,0.63,4.61,4.01
A Different Breed Of Killer,4,15,10.50,267746.75,129.36,0.95,0.36,-5.50,0.15,0.12,0.00,0.28,0.23,0.75,5.25,3.75
A Feast for Kings,7,23,18.00,257912.29,129.79,0.98,0.45,-4.14,0.15,0.01,0.00,0.22,0.23,0.71,3.29,4.00
A Fine Frenzy,38,57,20.08,269520.53,121.22,0.51,0.55,-8.81,0.04,0.04,0.37,0.14,0.35,0.87,4.00,3.84
A Flock Of Seagulls,6,63,47.33,246451.00,142.97,0.71,0.51,-10.03,0.03,0.61,0.02,0.11,0.71,1.00,1.83,4.00
A Forest Mighty Black,3,47,23.33,348186.33,102.39,0.79,0.57,-7.31,0.04,0.90,0.26,0.14,0.51,0.33,5.33,4.00
A Forest Of Stars,21,23,11.14,405670.33,114.06,0.68,0.20,-8.50,0.08,0.49,0.08,0.42,0.10,0.48,5.05,3.57
A Giant Dog,13,19,12.62,147977.77,157.62,0.90,0.35,-5.97,0.12,0.09,0.03,0.19,0.44,0.85,4.38,4.00
A Global Threat,9,28,16.67,115091.11,148.19,0.94,0.30,-5.68,0.08,0.80,0.00,0.19,0.63,0.56,5.89,4.00
A Great Big Pile of Leaves,35,37,19.43,212388.86,133.88,0.77,0.52,-5.90,0.07,0.07,0.21,0.19,0.49,0.97,4.71,3.83
A Great Big World,39,74,32.23,209755.49,122.44,0.55,0.58,-7.87,0.06,0.00,0.36,0.22,0.37,0.97,6.79,3.87
A Guy Called Gerald,3,14,12.00,379422.67,125.68,0.77,0.77,-10.15,0.05,0.84,0.00,0.07,0.46,0.33,7.33,4.00
A La Carte,6,28,14.00,204846.17,130.43,0.80,0.54,-5.56,0.04,0.00,0.13,0.32,0.76,1.00,4.33,4.00
A Life Once Lost,24,28,10.29,212117.21,128.52,0.95,0.38,-4.05,0.12,0.26,0.00,0.29,0.21,0.75,4.00,3.75
A Loss For Words,22,35,14.82,183858.41,133.10,0.92,0.43,-3.78,0.09,0.00,0.02,0.23,0.50,0.45,7.32,4.00
A Lot Like Birds,32,35,22.41,256633.09,131.91,0.88,0.40,-4.67,0.11,0.04,0.08,0.27,0.30,0.31,5.47,3.75
A Number Of Names,5,29,11.40,295973.20,133.96,0.58,0.79,-11.26,0.08,0.57,0.01,0.13,0.44,0.60,3.40,4.00
A Pale Horse Named Death,41,38,13.59,309789.83,123.68,0.79,0.39,-7.41,0.07,0.25,0.02,0.22,0.26,0.76,5.76,3.76
A Perfect Circle,96,59,25.68,272106.43,131.39,0.74,0.45,-7.26,0.06,0.29,0.06,0.47,0.28,0.59,5.33,3.49
A Perfect Murder,14,17,8.93,210424.93,133.36,0.95,0.42,-4.80,0.07,0.19,0.00,0.19,0.42,0.93,2.43,4.00
a picture of her,15,36,24.47,251182.07,118.56,0.49,0.40,-11.69,0.06,0.80,0.21,0.11,0.37,1.00,8.27,3.47
A Place To Bury Strangers,6,33,22.83,231707.50,135.45,0.87,0.29,-4.70,0.08,0.78,0.07,0.17,0.33,0.67,7.83,4.00
A Plea for Purging,22,24,12.73,246797.59,135.39,0.97,0.41,-3.89,0.14,0.18,0.00,0.43,0.22,0.73,4.86,3.82
A Produce,4,11,7.50,451643.50,76.28,0.12,0.10,-24.04,0.04,0.72,0.86,0.10,0.04,0.50,7.25,4.75
A R I Z O N A,30,60,44.23,200015.27,112.66,0.68,0.69,-6.57,0.06,0.02,0.17,0.15,0.42,0.83,3.20,4.00
A Rocket To The Moon,43,60,27.72,202567.56,131.87,0.72,0.53,-4.77,0.05,0.00,0.18,0.18,0.55,0.93,5.77,3.93
A Scent Like Wolves,4,25,21.75,221572.25,148.77,0.96,0.45,-4.51,0.10,0.00,0.00,0.25,0.36,0.50,4.75,4.00
A Sense of Purpose,3,29,24.00,246670.33,133.35,0.93,0.49,-5.20,0.09,0.00,0.00,0.10,0.25,0.67,4.33,4.00
A Silent Film,3,33,32.33,244724.67,152.72,0.75,0.45,-6.55,0.04,0.08,0.01,0.13,0.31,0.67,3.67,4.00
A Skylit Drive,71,46,24.30,209852.90,128.31,0.92,0.34,-4.09,0.09,0.00,0.01,0.28,0.35,0.39,5.28,3.97
A Static Lullaby,45,45,14.60,237870.84,132.71,0.95,0.36,-5.37,0.13,0.00,0.00,0.27,0.27,0.47,5.38,3.89
A Story Told,8,53,42.25,203844.50,135.63,0.92,0.50,-4.54,0.06,0.04,0.00,0.24,0.49,0.75,5.50,4.00
A Taste Of Honey,7,48,20.00,269649.57,120.17,0.57,0.74,-8.75,0.04,0.00,0.29,0.14,0.76,0.29,4.29,4.00
A Thousand Horses,6,49,34.67,189203.83,137.96,0.82,0.44,-5.34,0.06,0.00,0.03,0.20,0.54,0.83,3.17,4.00
A Touch Of Class,10,67,29.70,236486.00,134.23,0.81,0.68,-7.29,0.04,0.01,0.24,0.22,0.67,0.50,7.70,4.00
A Tribe Called Quest,36,70,34.75,236437.58,101.15,0.59,0.79,-8.68,0.24,0.06,0.19,0.19,0.64,0.69,5.31,4.00
A Vain Attempt,4,20,16.50,222687.50,100.92,0.76,0.29,-8.79,0.04,0.00,0.00,0.26,0.19,0.25,5.50,4.00
A Wilhelm Scream,48,47,26.31,166970.08,131.56,0.97,0.38,-4.70,0.10,0.00,0.01,0.22,0.45,0.50,5.40,4.00
A Will Away,7,31,22.29,156327.29,132.49,0.79,0.38,-6.54,0.04,0.00,0.18,0.25,0.47,0.86,6.14,3.86
A Winged Victory for the Sullen,42,59,25.69,295605.00,95.03,0.14,0.18,-21.37,0.05,0.86,0.79,0.11,0.06,0.48,6.21,3.74
A$AP ANT,10,64,55.80,138049.10,121.99,0.59,0.83,-8.49,0.22,0.00,0.32,0.18,0.45,0.80,3.60,4.00
A$AP Ferg,31,74,50.61,216680.90,130.46,0.73,0.75,-5.35,0.19,0.03,0.14,0.24,0.41,0.65,6.19,4.00
A$AP Mob,23,64,49.09,212329.13,117.76,0.65,0.77,-6.29,0.25,0.00,0.18,0.20,0.37,0.65,4.87,3.96
A$AP Rocky,74,82,56.54,213151.30,124.73,0.65,0.65,-7.20,0.24,0.03,0.21,0.25,0.41,0.68,4.91,4.01
A*S*Y*S,13,56,32.08,391641.46,130.78,0.94,0.71,-6.41,0.07,0.88,0.03,0.13,0.13,0.77,4.77,4.00
A*Teens,18,52,28.17,215060.72,118.84,0.92,0.65,-3.24,0.05,0.01,0.07,0.32,0.81,0.67,7.22,4.00
A. Blomqvist,15,62,37.53,157856.27,107.40,0.06,0.37,-26.18,0.04,0.92,0.98,0.10,0.23,0.47,5.27,3.53
A. G. Cook,77,47,21.32,207151.78,129.95,0.56,0.52,-8.39,0.08,0.32,0.42,0.19,0.37,0.81,3.69,3.92
A. Kanyakumari,3,43,26.33,231782.33,110.60,0.38,0.35,-13.20,0.06,0.69,0.92,0.13,0.40,1.00,0.33,4.00
A. Rassevich,6,32,23.50,273950.50,119.01,0.82,0.75,-5.42,0.04,0.32,0.01,0.27,0.56,0.17,7.83,4.00
A.B. Chediski,10,28,19.00,147687.90,135.03,0.22,0.53,-14.28,0.05,0.84,0.89,0.13,0.24,0.90,3.80,3.80
A.CHAL,11,61,37.91,182958.82,133.91,0.63,0.73,-6.98,0.09,0.02,0.13,0.15,0.39,0.36,4.00,4.00
A.L.I.S.O.N,21,49,35.95,219979.90,106.48,0.66,0.62,-9.69,0.05,0.73,0.22,0.12,0.26,0.48,6.19,3.90
A.M.C,47,50,18.91,273084.98,170.32,0.96,0.59,-0.86,0.26,0.53,0.00,0.31,0.30,0.79,4.74,4.00
A.M.R,7,54,36.71,278848.14,117.72,0.63,0.67,-10.48,0.04,0.61,0.09,0.09,0.26,0.71,4.86,4.00
A.N.I.M.A.L.,51,33,20.43,219114.12,119.47,0.92,0.51,-4.91,0.10,0.06,0.01,0.24,0.31,0.55,5.78,3.96
A.Paul,6,15,9.00,372006.50,133.50,0.91,0.68,-8.40,0.05,0.87,0.01,0.10,0.11,1.00,5.83,3.50
A.r.d.i.,13,35,20.54,232002.31,137.19,0.93,0.50,-7.48,0.07,0.73,0.01,0.26,0.16,0.31,6.62,4.00
A.R.T. Wilson,8,34,23.38,230731.63,104.71,0.27,0.41,-16.64,0.06,0.90,0.87,0.37,0.27,1.00,2.38,3.38
A.Skillz,28,33,14.21,260351.04,116.49,0.85,0.77,-6.31,0.14,0.14,0.05,0.15,0.75,0.50,6.29,4.00
A1 x J1,6,75,63.50,168591.17,141.71,0.58,0.70,-8.78,0.19,0.00,0.13,0.26,0.80,0.33,5.67,4.00
A36,7,59,52.86,150710.71,114.34,0.53,0.85,-8.30,0.15,0.00,0.23,0.12,0.56,0.43,5.29,3.86
Aaliyah,39,67,36.64,250607.72,109.57,0.64,0.70,-6.04,0.10,0.01,0.25,0.14,0.64,0.51,5.64,4.00
Aalson,3,35,28.67,356478.33,124.33,0.74,0.60,-9.13,0.04,0.65,0.02,0.11,0.18,0.33,7.00,4.00
Aandra,16,31,24.06,317832.13,122.30,0.39,0.60,-14.52,0.05,0.81,0.37,0.12,0.40,0.19,4.44,4.06
Aara,26,31,18.08,425563.73,144.86,0.79,0.20,-6.95,0.09,0.87,0.00,0.16,0.07,0.65,4.96,4.00
Aaron Carl,12,17,10.08,279674.50,130.95,0.57,0.80,-10.90,0.11,0.60,0.02,0.22,0.63,0.50,4.92,4.00
Aaron Carter,26,50,25.58,201233.50,107.00,0.84,0.73,-4.91,0.07,0.01,0.05,0.22,0.72,0.88,4.77,4.00
Aaron Copland,44,45,15.91,386024.25,95.31,0.08,0.25,-23.59,0.05,0.73,0.95,0.11,0.12,0.82,4.16,3.80
Aaron Cormier,6,12,8.17,227646.00,128.68,0.37,0.39,-13.45,0.05,0.91,0.90,0.11,0.34,0.83,6.00,3.83
Aaron Flemming,7,51,36.29,146141.29,110.59,0.06,0.60,-16.52,0.10,0.90,0.99,0.10,0.23,0.29,4.71,3.71
Aaron Frazer,15,63,37.53,207359.53,119.43,0.50,0.67,-8.87,0.04,0.15,0.45,0.11,0.80,0.33,5.33,3.87
Aaron Goldberg,9,39,22.33,353373.78,114.99,0.29,0.47,-18.28,0.04,0.85,0.70,0.10,0.33,0.78,6.00,3.89
Aaron Lee Tasjan,6,37,33.67,230951.33,123.26,0.62,0.59,-7.33,0.04,0.03,0.38,0.13,0.65,0.83,4.00,4.00
Aaron Lewis,48,62,40.88,257655.77,123.14,0.57,0.58,-6.22,0.03,0.00,0.32,0.21,0.38,0.98,4.56,3.73
Aaron Marshall,9,30,18.00,262267.56,109.76,0.12,0.24,-25.28,0.04,0.88,0.68,0.16,0.04,0.56,4.44,3.56
Aaron May,13,70,55.38,157968.00,125.97,0.49,0.82,-8.13,0.20,0.00,0.34,0.14,0.70,0.38,6.00,4.00
Aaron Neville,38,57,18.68,218768.74,117.56,0.45,0.58,-10.19,0.06,0.01,0.56,0.15,0.55,0.76,5.08,3.79
Aaron Parks,28,46,25.21,300212.43,109.08,0.29,0.44,-18.96,0.04,0.89,0.72,0.10,0.25,0.46,5.96,3.71
Aaron Shirk,3,40,32.00,269949.67,143.32,0.62,0.45,-7.52,0.05,0.00,0.13,0.12,0.23,1.00,7.33,4.00
Aaron Shust,9,52,37.56,262209.00,118.49,0.67,0.40,-5.53,0.04,0.00,0.07,0.19,0.29,1.00,3.11,3.78
Aaron Smith,27,78,25.41,362033.26,126.19,0.71,0.75,-6.52,0.07,0.19,0.04,0.16,0.53,0.37,4.96,4.00
Aaron Static,4,35,21.25,372141.50,157.51,0.49,0.56,-11.01,0.05,0.81,0.27,0.25,0.09,0.50,1.75,4.00
Aaron Taylor,10,56,46.90,219391.00,104.11,0.36,0.76,-8.27,0.12,0.01,0.44,0.13,0.48,0.50,4.70,3.90
Aaron Tippin,11,55,28.45,201709.09,118.51,0.77,0.64,-5.68,0.04,0.00,0.14,0.22,0.56,0.91,5.55,4.09
Aaron Watson,72,57,27.11,220279.54,127.43,0.63,0.60,-7.02,0.05,0.00,0.24,0.23,0.56,0.86,5.44,3.88
Aaron West and The Roaring Twenties,12,36,27.08,225932.42,123.68,0.68,0.52,-6.31,0.05,0.00,0.35,0.15,0.42,1.00,3.92,3.75
Aaryan Shah,11,79,56.27,212162.18,106.96,0.50,0.54,-9.91,0.07,0.12,0.49,0.21,0.25,0.09,5.64,4.00
Aatom,15,47,21.20,197158.87,92.22,0.10,0.17,-29.09,0.05,0.83,0.86,0.11,0.12,0.87,4.20,4.07
Aazar,6,56,38.50,180493.50,127.04,0.82,0.75,-5.23,0.13,0.18,0.06,0.36,0.44,0.50,7.50,4.00
Abandon All Ships,34,43,20.62,195372.41,132.25,0.91,0.43,-4.93,0.16,0.00,0.03,0.30,0.24,0.50,5.29,4.00
Abandoned,14,46,31.14,247769.86,137.28,0.66,0.39,-6.68,0.05,0.06,0.20,0.19,0.18,0.21,4.86,3.93
Abandoned By Bears,14,38,21.93,173454.29,119.20,0.93,0.35,-4.37,0.11,0.18,0.00,0.29,0.33,0.64,6.00,3.93
ABBA,98,83,41.08,241821.39,125.93,0.65,0.52,-9.37,0.05,0.01,0.26,0.32,0.59,0.86,5.58,3.93
Abbath,29,35,17.76,267271.97,123.82,0.94,0.29,-5.95,0.08,0.77,0.00,0.21,0.17,0.72,3.90,3.97
Abbey Lincoln,4,38,24.00,346933.25,100.30,0.25,0.52,-13.00,0.04,0.00,0.73,0.21,0.32,0.50,6.50,3.75
Abby Anderson,6,45,36.83,190550.33,132.76,0.53,0.51,-7.52,0.04,0.00,0.47,0.12,0.35,0.83,7.17,3.67
Abby Cates,4,58,45.75,229434.25,140.35,0.29,0.50,-11.76,0.05,0.00,0.46,0.15,0.29,1.00,6.00,3.50
ABC,6,64,30.67,214356.33,128.49,0.82,0.65,-6.62,0.09,0.00,0.12,0.22,0.78,0.67,5.50,4.00
Abduction,8,25,18.75,357372.63,131.31,0.84,0.17,-6.13,0.07,0.88,0.00,0.30,0.08,0.88,3.88,3.88
Abdul Hannan,4,69,58.00,181755.50,98.40,0.35,0.62,-10.36,0.05,0.04,0.57,0.11,0.22,0.75,7.75,4.25
Abdulla Rashim,5,12,9.40,407044.40,124.81,0.72,0.64,-12.81,0.05,0.93,0.29,0.17,0.19,0.60,5.40,3.60
Abdullah Ibrahim,29,38,19.34,220080.55,105.04,0.23,0.48,-19.18,0.06,0.84,0.77,0.18,0.35,0.72,5.07,3.48
Abel Carlevaro,6,26,16.17,232874.17,88.77,0.13,0.33,-24.20,0.05,0.90,0.98,0.10,0.26,0.33,4.50,3.67
Abel Korzeniowski,121,58,24.76,177216.88,102.17,0.17,0.27,-19.23,0.04,0.83,0.86,0.13,0.12,0.22,6.21,3.66
Abelardo Carbonó y su Conjunto,3,24,17.67,226942.33,132.00,0.90,0.59,-5.69,0.07,0.03,0.39,0.18,0.89,1.00,6.67,4.00
Abelation,9,42,25.11,175855.33,118.10,0.56,0.75,-9.11,0.25,0.60,0.20,0.21,0.19,0.78,2.89,4.00
Aberdeen,4,19,11.00,189881.50,124.91,0.81,0.51,-8.33,0.05,0.55,0.20,0.18,0.61,1.00,5.50,3.75
Aberola,5,41,35.80,210731.40,121.94,0.35,0.58,-9.41,0.06,0.00,0.82,0.13,0.50,0.80,4.80,4.00
Abfahrt Hinwil,13,23,13.85,228503.46,120.75,0.68,0.61,-13.42,0.06,0.85,0.46,0.16,0.36,0.62,5.46,4.08
Abhi The Nomad,9,56,49.00,162469.00,126.94,0.63,0.77,-7.29,0.16,0.00,0.35,0.24,0.73,0.56,6.67,3.89
Abhorer,4,8,6.50,252640.00,148.84,0.86,0.15,-10.07,0.09,0.74,0.00,0.09,0.41,1.00,11.00,3.50
Abidaz,6,26,16.33,189223.50,128.28,0.73,0.66,-6.43,0.31,0.00,0.24,0.18,0.57,0.67,4.00,4.00
Abigail,9,13,8.44,218506.89,110.31,0.96,0.27,-4.63,0.12,0.53,0.00,0.22,0.41,0.56,6.89,4.00
Abigail Lapell,15,30,20.67,197864.07,103.82,0.27,0.59,-12.58,0.03,0.21,0.71,0.11,0.24,0.87,5.07,3.87
Abigail Miller,27,26,12.70,251974.07,104.18,0.21,0.38,-12.07,0.03,0.00,0.90,0.15,0.32,0.93,3.74,3.70
Abigail Williams,35,23,10.94,391575.66,131.03,0.88,0.22,-5.27,0.10,0.74,0.01,0.27,0.08,0.60,5.06,3.63
Abigor,38,24,9.58,298364.63,120.37,0.91,0.20,-6.32,0.13,0.74,0.04,0.29,0.10,0.47,4.50,3.82
Abiotic,10,29,15.30,257309.20,118.99,0.94,0.34,-8.16,0.14,0.42,0.00,0.26,0.12,0.80,3.70,3.90
ABK,4,27,22.25,199550.25,142.62,0.72,0.75,-7.54,0.29,0.00,0.06,0.32,0.68,0.75,6.50,4.00
Ablaze My Sorrow,4,17,12.00,245500.00,106.28,0.88,0.37,-6.94,0.05,0.01,0.00,0.34,0.27,0.75,3.25,4.00
Abner Jay,20,28,11.40,224367.00,125.75,0.51,0.53,-12.15,0.12,0.02,0.56,0.13,0.64,0.80,4.60,3.90
Abnormality,3,22,19.00,194550.00,123.45,0.94,0.25,-5.00,0.13,0.82,0.00,0.13,0.31,0.67,7.33,4.00
Abominable Putridity,16,33,18.31,176810.06,133.96,0.96,0.27,-3.60,0.14,0.79,0.00,0.16,0.26,0.75,4.19,3.56
Abominator,3,9,7.33,272714.00,176.03,0.99,0.10,-8.06,0.25,0.94,0.00,0.18,0.07,0.33,9.00,3.33
Aborted,120,43,13.93,226634.99,118.31,0.94,0.32,-5.01,0.13,0.64,0.00,0.27,0.19,0.62,5.77,3.88
Aborym,5,10,6.40,311800.20,119.24,0.91,0.15,-7.77,0.07,0.12,0.00,0.52,0.22,1.00,4.00,2.60
Above & Beyond,320,59,22.96,302010.65,129.86,0.78,0.59,-7.74,0.08,0.35,0.04,0.22,0.32,0.42,5.26,3.98
Above Only,6,41,26.67,224907.00,137.84,0.86,0.46,-5.65,0.05,0.03,0.00,0.18,0.51,0.33,6.50,4.00
Above The Law,5,42,20.80,265562.80,107.50,0.75,0.73,-5.18,0.28,0.00,0.02,0.17,0.55,0.60,4.20,4.00
"Above, Below",6,34,24.83,255711.67,119.46,0.96,0.40,-4.25,0.18,0.04,0.00,0.28,0.12,0.17,5.67,4.00
ABRA,8,56,42.25,222415.38,122.38,0.54,0.76,-9.50,0.05,0.15,0.18,0.10,0.69,0.75,4.38,4.00
Abraded,17,25,14.12,172212.47,124.65,0.97,0.22,-5.27,0.14,0.84,0.00,0.35,0.14,0.76,4.18,4.00
Abraham Vazquez,28,70,43.64,181862.68,124.28,0.60,0.65,-6.56,0.04,0.00,0.63,0.17,0.74,0.96,5.89,3.04
Abruptum,14,29,15.21,405744.29,99.67,0.79,0.21,-8.20,0.11,0.59,0.01,0.17,0.07,0.93,4.50,3.86
Absence of Mine,5,38,29.00,153863.20,114.45,0.97,0.32,-3.90,0.12,0.22,0.00,0.38,0.35,0.80,8.20,4.00
Absinth3,6,40,32.17,215461.17,117.17,0.56,0.64,-12.84,0.05,0.65,0.15,0.09,0.41,0.33,4.17,4.00
Absofacto,3,68,53.33,197827.33,115.07,0.52,0.61,-8.31,0.04,0.00,0.37,0.15,0.57,0.00,4.33,4.00
Absolute Valentine,39,56,25.85,226224.69,119.17,0.86,0.56,-5.73,0.05,0.66,0.13,0.20,0.28,0.59,6.08,4.00
Ab-Soul,18,54,43.17,271723.61,112.66,0.70,0.62,-7.41,0.29,0.00,0.25,0.29,0.51,0.39,5.83,3.94
Abstract,4,49,43.75,274367.00,105.06,0.55,0.65,-9.12,0.16,0.00,0.23,0.13,0.31,0.75,6.25,4.00
Abstract & Logic,6,30,19.67,270843.17,124.66,0.71,0.80,-6.81,0.09,0.22,0.06,0.16,0.53,0.33,6.17,4.00
Abstract Aprils,10,41,32.30,253023.90,98.78,0.15,0.22,-24.20,0.04,0.89,0.89,0.13,0.04,1.00,4.40,3.40
Abstract Vision,10,35,19.00,219366.40,134.22,0.96,0.46,-6.53,0.06,0.73,0.00,0.25,0.34,0.50,4.30,4.00
Abstract Void,19,26,13.42,316582.89,131.06,0.93,0.42,-5.75,0.07,0.91,0.05,0.23,0.16,0.32,4.58,3.89
abstracts,3,26,22.00,200688.33,126.93,0.99,0.44,-2.99,0.12,0.00,0.00,0.29,0.45,1.00,5.00,4.33
AbstructA,5,29,12.60,255316.80,144.01,0.97,0.40,-2.28,0.10,0.01,0.05,0.35,0.24,0.60,5.20,4.00
Absu,55,27,11.35,290833.67,128.65,0.88,0.26,-7.77,0.11,0.43,0.02,0.22,0.16,0.71,6.02,3.78
Absurd Minds,10,27,14.50,263250.60,126.70,0.90,0.56,-6.21,0.05,0.04,0.03,0.12,0.64,0.60,4.80,4.00
Abul Mogard,5,35,25.80,537973.20,90.96,0.09,0.12,-24.78,0.05,0.86,0.85,0.10,0.04,0.40,6.60,3.40
Abundant Life Piano,9,35,29.22,227698.22,119.59,0.04,0.46,-27.13,0.07,0.96,1.00,0.11,0.29,1.00,4.56,4.00
Abxl,7,32,26.71,152359.43,119.82,0.47,0.78,-11.13,0.41,0.00,0.32,0.12,0.62,0.43,4.43,3.86
Abysmal Dawn,10,28,18.40,245603.60,120.06,0.95,0.42,-4.89,0.12,0.21,0.00,0.16,0.22,1.00,3.90,3.70
Abysmal Lord,22,16,9.77,207038.68,130.41,0.91,0.19,-7.12,0.09,0.34,0.02,0.27,0.11,0.68,3.55,3.95
Abysmal Torment,3,18,15.00,203395.00,128.32,0.94,0.35,-4.63,0.11,0.81,0.00,0.39,0.13,0.33,7.33,3.67
Abyss & Judge,9,26,10.78,355393.00,140.42,0.81,0.60,-6.89,0.08,0.61,0.01,0.13,0.44,0.56,4.44,4.00
Abyssal,4,11,7.75,459913.25,111.12,0.92,0.22,-9.20,0.11,0.89,0.01,0.18,0.05,0.25,5.75,3.75
AC Slater,80,55,21.23,246692.34,127.75,0.83,0.84,-6.10,0.09,0.33,0.03,0.16,0.61,0.53,6.58,4.00
AC/DC,138,85,41.70,266570.57,124.40,0.86,0.46,-4.78,0.07,0.12,0.03,0.42,0.47,0.85,5.75,3.98
